lat,lon,description,address,url,town,county,name,batteries,metal,cardboard,paper,glass,plastic,fluorescent_bulbs,green_waste,cooking_oil,e_waste,automotive_fluids,tires,vehicles,waste_water,compost,cloth
47.502843,-114.924322,,"122 Old Hicks Rd, Plains MT",http://co.sanders.mt.us/departments/solid-waste-refuse-district/,Plains,Sanders,Sanders County  ,yes,yes,yes,yes,,yes,,,,,yes,,,,,
47.599318,-115.359731,,"1811 Main St. W, Thompson Falls MT",http://co.sanders.mt.us/departments/solid-waste-refuse-district/,Thompson Falls,Sanders,Sanders County  ,yes,yes,yes,yes,,yes,,,,,yes,,,,,
47.863019,-115.610368,,"61 Vinson Mill Rd., Trout Creek MT",http://co.sanders.mt.us/departments/solid-waste-refuse-district/,Trout Creek,Sanders,Sanders County  ,yes,yes,yes,yes,,yes,,,,,yes,,,,,
47.056804,-109.440787,,"132 Wunderlin St, Lewistown MT 59457",https://www.facebook.com/Snowy-Mountain-Industries-168449906536097/,Lewistown,Fergus,Snowy Mountain Industries,,yes,yes,yes,,,,,,,,,,,,
45.676689,-111.066496,,"200 S 23rd Ave, Bozeman MT 59715",http://www.staples.com/,Bozeman,Gallatin,Staples,yes,,,,,,,,,yes,,,,,,
45.709565,-111.071081,,"2975 Max Ave, Bozeman MT 59718",http://www.staples.com/,Bozeman,Gallatin,Staples,,,,,,,,,,yes,,,,,,
45.971888,-112.507288,,"3636 Harrison Ave, Butte MT 59701",http://www.staples.com/,Butte,Silver Bow,Staples,,,,,,,,,,yes,,,,,,
47.518146,-111.31549,,"207 NW Bypass, Great Falls MT 59404",http://www.staples.com/,Great Falls,Cascade,Staples,,,,,,,,,,yes,,,,,,
46.61461,-112.004852,,"2020 Cromwell Dixon Ln, Helena MT 59601",http://www.staples.com/,Helena,Lewis & Clark,Staples,,,,,,,,,,yes,,,,,,
48.197757,-114.337883,,"1290 US Hwy 2, Kalispell MT 59901",http://www.staples.com/,Kalispell,Flathead,Staples,,,,,,,,,,yes,,,,,,
46.885769,-114.036945,,"2230 N Reserve, Missoula MT 59808",http://www.staples.com/,Missoula,Missoula,Staples,,,,,,,,,,yes,,,,,,
47.520633,-111.222447,,"1408 52 St N, Great Falls MT",http://co.sanders.mt.us/departments/solid-waste-refuse-district/,Great Falls,Cascade,Steel Etc.,yes,yes,yes,,,yes,,,,,,,,,,
47.634906,-114.111834,,"55528 US Highway 93, Polson MT",,Polson,Lake,Tire Depot,,,,,,,,,,,,yes,,,,
45.761766,-111.183827,,"6280 Jackrabbit Ln, Belgrade MT 59714",http://ww3.truevalue.com/belgradetruevalue/Home.aspx,Belgrade,Gallatin,True Value,yes,,,,,,,,,,,,,,,
47.495016,-111.270834,,"2100 9th Avenue, Great Falls MT",http://www.unitedmaterialsgtf.com/,Great Falls,Cascade,United Materials,,,,,,,,yes,,,,,,,,
48.195345,-114.3425,,"1410 Hwy 2 West, Kalispell MT",http://valleyrecycling.com/,Kalispell,Flathead,Valley Recycling,,yes,yes,yes,,yes,,,,,,,,,,
45.753128,-107.601504,,"1 SUGAR FACTORY RD, Hardin MT",http://www.ycimt.com/,Hardin,Big Horn,YCI Recycling & Salvage,yes,yes,,,,,,,,,,,,,,
45.7929,-108.492865,,"419 N. 15th St., Billings MT ",http://www.yellowstoneewaste.com/,Billings,Yellowstone,Yellowstone E-Waste Solutions Inc.,yes,,,,,,,,,yes,,,,,,
46.468559,-111.976469,,"18 Shady Lane, Clancy MT",http://www.jeffersoncounty-mt.gov/solid_waste.html,Clancy,Jefferson,Jefferson County Solid Waste,yes,yes,yes,,,,,,,,yes,,,,,
46.954765,-112.674859,,"801 Hwy 200, Lincoln MT",,Lincoln,Lewis & Clark,Lincoln Senior Citizens Center,,yes,,yes,yes,,,,,,,,,,,
45.757871,-108.582821,,"2717 King Ave West, Billings MT",https://www.lowes.com/cd_Helping+the+Environment+With+Recycling+Centers_368967519_,Billings,Yellowstone,Lowes,yes,,,,,,CFLS Only,,,,,,,,,
